;Unnamed: 0;numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;Unnamed: 59;formattedDate
29416;3038;7149;20150908030000;102660;-90;7;20;2.600000;285.150000;284.250000;94;13000;2;2;2;60;5;450;36;20;10;101570;mq;mq;-220;mq;mq;mq;mq;mq;mq;mq;3.500000;3.500000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;7;300;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-08 03:00:00
29468;3090;7149;20150908060000;102600;-60;6;20;5.300000;285.450000;284.350000;93;6000;3;2;2;75;6;250;36;20;10;101510;mq;mq;-300;284.750000;mq;290.050000;mq;mq;mq;mq;7.900000;7.900000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;7;220;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-08 06:00:00
29521;3143;7149;20150908090000;102630;40;2;30;3.900000;287.850000;284.650000;81;13000;1;1;1;50;4;450;31;20;10;101550;mq;mq;-320;mq;mq;mq;mq;mq;mq;mq;6.500000;7.100000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;4;8;450;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-08 09:00:00
29573;3195;7149;20150908120000;102480;-140;8;80;4.000000;290.950000;283.350000;61;30000;1;2;2;90;7;800;38;mq;mq;101410;mq;mq;-370;mq;mq;mq;mq;mq;mq;mq;5.700000;6.400000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;8;960;5;6;1650;mq;mq;mq;mq;mq;mq;;2015-09-08 12:00:00
29626;3248;7149;20150908150000;102310;-170;8;50;5.700000;291.250000;282.050000;55;30000;1;2;2;90;7;1250;38;mq;mq;101240;mq;mq;-470;mq;mq;mq;mq;mq;mq;mq;8.100000;8.100000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;8;1200;7;6;1560;mq;mq;mq;mq;mq;mq;;2015-09-08 15:00:00
29678;3300;7149;20150908180000;102200;-110;6;40;3.600000;289.250000;281.950000;62;30000;2;1;1;10;1;1250;35;20;10;101130;mq;mq;mq;285.450000;mq;291.450000;mq;mq;mq;mq;mq;7.700000;-10;mq;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;1;8;1380;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-08 18:00:00
29731;3353;7149;20150908210000;102230;20;0;40;4.600000;287.050000;282.850000;76;55560;2;0;0;0;0;mq;30;20;10;101150;mq;mq;-570;mq;mq;mq;mq;mq;mq;mq;6.600000;7.300000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-08 21:00:00
29784;3406;7149;20150909000000;102160;-80;7;30;3.300000;285.950000;283.150000;83;49060;2;0;0;0;0;mq;30;20;10;101070;mq;mq;-590;mq;mq;mq;mq;mq;mq;mq;5.800000;5.800000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-09 00:00:00
29838;3460;7149;20150909030000;102050;-110;6;30;2.700000;284.750000;282.450000;86;20000;2;0;0;0;0;mq;30;20;10;100960;mq;mq;-610;mq;mq;mq;mq;mq;mq;mq;3.700000;4.600000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-09 03:00:00
29892;3514;7149;20150909060000;102020;-30;6;40;3.800000;284.550000;282.450000;87;20000;2;0;0;0;0;mq;30;20;10;100930;mq;mq;-580;283.550000;mq;289.250000;mq;mq;mq;mq;6.000000;6.000000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-09 06:00:00
29946;3568;7149;20150909090000;102010;10;0;50;3.200000;289.850000;283.650000;67;12780;2;0;0;0;0;mq;30;20;10;100940;mq;mq;-610;mq;mq;mq;mq;mq;mq;mq;6.100000;6.100000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-09 09:00:00
29998;3620;7149;20150909120000;101860;-130;7;100;4.600000;294.350000;282.850000;48;31870;3;0;0;10;1;1250;31;20;10;100810;mq;mq;-600;mq;mq;mq;mq;mq;mq;mq;7.000000;8.600000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;8;1400;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-09 12:00:00
30049;3671;7149;20150909150000;101740;-120;7;90;5.700000;295.650000;282.750000;44;28490;2;0;0;10;1;1750;31;20;10;100690;mq;mq;-550;mq;mq;mq;mq;mq;mq;mq;8.500000;9.100000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;8;1700;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-09 15:00:00
30100;3722;7149;20150909180000;101730;-10;6;80;4.800000;293.250000;281.850000;48;30000;1;0;0;0;0;mq;30;20;10;100680;mq;mq;-450;284.550000;mq;295.850000;mq;mq;mq;mq;7.900000;9.100000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-09 18:00:00
30153;3775;7149;20150909210000;101800;50;1;50;4.900000;289.050000;282.450000;65;30000;2;0;0;0;0;mq;30;20;10;100730;mq;mq;-420;mq;mq;mq;mq;mq;mq;mq;6.300000;7.000000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-09 21:00:00
30206;3828;7149;20150910000000;101790;-10;0;30;2.900000;288.050000;281.750000;66;40000;2;0;0;0;0;mq;30;20;10;100720;mq;mq;-350;mq;mq;mq;mq;mq;mq;mq;4.600000;6.800000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-10 00:00:00
30258;3880;7149;20150910030000;101790;-20;6;30;2.500000;284.550000;280.850000;78;35000;2;0;0;0;0;mq;30;20;10;100700;mq;mq;-260;mq;mq;mq;mq;mq;mq;mq;4.000000;4.500000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-10 03:00:00
30311;3933;7149;20150910060000;101830;40;2;40;3.400000;284.250000;280.950000;80;37360;2;0;0;10;0;7500;30;20;11;100740;mq;mq;-190;283.450000;mq;293.250000;mq;mq;mq;mq;5.500000;5.500000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;0;7500;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-10 06:00:00
30365;3987;7149;20150910090000;101860;50;1;70;3.100000;290.450000;281.850000;57;35000;2;1;1;10;0;8000;30;20;11;100790;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;5.100000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;1;0;7500;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-10 09:00:00
30416;4038;7149;20150910120000;101730;-110;8;80;4.800000;294.850000;281.050000;41;35000;3;0;0;10;1;1750;31;20;11;100680;mq;mq;-130;mq;mq;mq;mq;mq;mq;mq;8.000000;8.100000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;8;1600;1;0;7800;mq;mq;mq;mq;mq;mq;;2015-09-10 12:00:00
30464;4086;7149;20150910150000;101630;-100;7;110;3.400000;295.550000;279.350000;35;35000;1;0;0;10;0;7800;30;20;11;100580;mq;mq;-110;mq;mq;mq;mq;mq;mq;mq;5.900000;7.300000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;0;7800;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-10 15:00:00
30517;4139;7149;20150910180000;101670;30;2;100;3.800000;292.650000;278.350000;39;35000;2;0;0;25;0;8000;30;20;11;100610;mq;mq;-70;284.250000;mq;295.850000;mq;mq;mq;mq;5.400000;5.800000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-10 18:00:00
30568;4190;7149;20150910210000;101710;30;1;70;2.500000;288.650000;278.850000;52;35000;2;0;0;0;0;mq;30;20;10;100640;mq;mq;-90;mq;mq;mq;mq;mq;mq;mq;3.000000;4.500000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-10 21:00:00
30622;4244;7149;20150911000000;101650;-70;8;50;1.300000;286.650000;279.250000;61;30000;2;0;0;0;0;mq;30;20;10;100570;mq;mq;-150;mq;mq;mq;mq;mq;mq;mq;2.000000;2.000000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-11 00:00:00
30675;4297;7149;20150911030000;101600;-70;6;0;0.000000;282.250000;277.850000;74;49750;2;0;0;0;0;mq;30;20;10;100500;mq;mq;-200;mq;mq;mq;mq;mq;mq;mq;0.000000;0.800000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-11 03:00:00
30728;4350;7149;20150911060000;101590;0;5;70;0.700000;283.650000;279.250000;74;26070;2;0;0;10;0;7500;30;20;11;100500;mq;mq;-240;281.850000;mq;292.550000;mq;mq;mq;mq;1.700000;1.800000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;0;7500;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-11 06:00:00
30784;4406;7149;20150911090000;101600;30;2;90;1.200000;289.550000;281.250000;58;37650;3;0;0;25;0;7500;30;20;11;100530;mq;mq;-260;mq;mq;mq;mq;mq;mq;mq;2.300000;2.700000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;0;7500;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-11 09:00:00
30837;4459;7149;20150911120000;101460;-120;6;180;1.500000;294.050000;279.950000;40;19520;2;0;0;40;0;7500;30;20;11;100410;mq;mq;-270;mq;mq;mq;mq;mq;mq;mq;3.600000;5.300000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;0;7500;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-11 12:00:00
30890;4512;7149;20150911150000;101340;-110;6;200;2.400000;296.550000;280.650000;36;35000;3;0;0;40;1;2250;35;20;11;100300;mq;mq;-280;mq;mq;mq;mq;mq;mq;mq;4.400000;5.500000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;6;2200;3;0;7500;mq;mq;mq;mq;mq;mq;;2015-09-11 15:00:00
30943;4565;7149;20150911180000;101280;-70;8;120;2.100000;294.150000;282.050000;46;35000;3;2;2;90;6;2250;35;28;11;100230;mq;mq;-380;283.650000;mq;296.950000;mq;mq;mq;mq;3.200000;3.300000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;6;2000;6;3;3200;3;0;6500;mq;mq;mq;;2015-09-11 18:00:00
30995;4617;7149;20150911210000;101290;0;0;120;1.700000;291.150000;282.450000;57;53300;3;2;2;90;6;2250;35;23;11;100230;mq;mq;-410;mq;mq;mq;mq;mq;mq;mq;2.700000;2.700000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;6;2000;3;3;3400;4;3;4800;4;0;6500;;2015-09-11 21:00:00
31047;4669;7149;20150912000000;101180;-110;8;90;1.000000;290.450000;282.350000;59;60000;3;2;2;60;5;2250;35;23;mq;100120;mq;mq;-450;mq;mq;mq;mq;mq;mq;mq;1.100000;1.200000;-10;0;0.000000;0.000000;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;5;6;2000;2;3;2900;mq;mq;mq;mq;mq;mq;;2015-09-12 00:00:00
31101;4723;7149;20150912030000;101090;-100;6;160;1.300000;288.350000;282.950000;70;35000;1;2;2;90;0;6400;30;20;14;100020;mq;mq;-480;mq;mq;mq;mq;mq;mq;mq;1.900000;1.900000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;7;0;6400;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-12 03:00:00
31152;4774;7149;20150912060000;101090;10;2;180;2.200000;288.650000;284.850000;78;42480;2;2;2;75;2;1750;32;23;14;100030;mq;mq;-470;288.150000;mq;294.150000;mq;mq;mq;mq;3.000000;3.100000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;2;8;1740;3;3;2500;6;0;6100;mq;mq;mq;;2015-09-12 06:00:00
31198;4820;7149;20150912090000;101170;90;2;210;2.600000;291.050000;288.450000;85;33080;21;6;2;100;7;1250;38;mq;mq;100120;mq;mq;-410;mq;mq;mq;mq;mq;mq;mq;5.200000;6.000000;-10;1;0.000000;0.000000;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;3;8;1410;7;6;1800;mq;mq;mq;mq;mq;mq;;2015-09-12 09:00:00
31251;4873;7149;20150912120000;101170;-10;8;230;3.500000;290.250000;288.950000;92;2500;63;6;6;100;6;450;38;22;mq;100110;mq;mq;-300;mq;mq;mq;mq;mq;mq;mq;5.100000;6.000000;-10;2;0.000000;0.000000;mq;1.000000;2.400000;2.400000;2.400000;2.400000;mq;mq;mq;mq;4;6;330;4;8;750;7;4;2400;mq;mq;mq;;2015-09-12 12:00:00
31304;4926;7149;20150912150000;101090;-70;8;190;4.300000;291.550000;289.850000;90;20000;2;2;2;100;7;450;38;mq;mq;100040;mq;mq;-260;mq;mq;mq;mq;mq;mq;mq;6.200000;6.200000;-10;2;0.000000;0.000000;mq;0.000000;6.700000;9.100000;9.100000;9.100000;mq;mq;mq;mq;5;8;300;5;6;810;7;6;1560;mq;mq;mq;;2015-09-12 15:00:00
31355;4977;7149;20150912180000;101170;70;3;310;1.000000;289.750000;288.250000;91;19000;25;8;6;90;5;450;38;23;11;100110;mq;mq;mq;288.650000;mq;291.650000;mq;mq;mq;mq;mq;4.100000;-10;mq;mq;mq;mq;mq;4.000000;mq;13.000000;mq;mq;mq;mq;mq;4;8;360;4;6;1080;mq;mq;mq;mq;mq;mq;;2015-09-12 18:00:00
31406;5028;7149;20150912210000;101310;130;1;270;0.500000;287.350000;287.050000;98;500;12;1;1;50;3;450;35;20;11;100240;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.000000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;1;6;330;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-12 21:00:00
31459;5081;7149;20150913000000;101200;-110;8;20;1.400000;286.450000;286.150000;98;1040;10;4;0;40;3;150;35;20;10;100130;mq;mq;10;mq;mq;mq;mq;mq;mq;mq;1.900000;2.200000;-10;2;0.000000;0.000000;mq;0.000000;0.000000;0.000000;11.000000;13.400000;mq;mq;mq;mq;1;7;150;2;6;1200;mq;mq;mq;mq;mq;mq;;2015-09-13 00:00:00
31512;5134;7149;20150913030000;101000;-200;8;10;1.400000;286.350000;286.150000;99;1810;10;4;0;50;4;800;35;20;10;99930;mq;mq;-90;mq;mq;mq;mq;mq;mq;mq;1.800000;2.900000;-10;1;0.000000;0.000000;mq;0.000000;0.200000;0.200000;4.500000;13.600000;mq;mq;mq;mq;4;6;600;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-13 03:00:00
31563;5185;7149;20150913060000;100820;-180;8;70;2.800000;286.550000;286.550000;100;500;43;4;4;101;9;mq;62;61;60;99750;mq;mq;-280;286.150000;mq;289.750000;mq;mq;mq;mq;4.200000;5.500000;-10;1;0.000000;0.000000;mq;0.000000;0.000000;0.200000;0.200000;13.600000;mq;mq;mq;mq;9;59;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-13 06:00:00
31613;5235;7149;20150913090000;100550;-250;6;100;3.400000;289.050000;289.050000;100;8000;60;6;2;100;8;150;36;mq;mq;99500;mq;mq;-620;mq;mq;mq;mq;mq;mq;mq;4.800000;5.900000;-10;1;0.000000;0.000000;mq;0.200000;0.200000;0.200000;0.400000;13.800000;mq;mq;mq;mq;7;7;140;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-13 09:00:00
31665;5287;7149;20150913120000;100380;-170;8;170;4.000000;290.050000;289.050000;94;12780;1;2;2;100;7;450;37;mq;mq;99330;mq;mq;-780;mq;mq;mq;mq;mq;mq;mq;6.300000;6.900000;-10;2;0.000000;0.000000;mq;0.000000;3.000000;3.200000;3.400000;14.400000;mq;mq;mq;mq;7;7;300;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-13 12:00:00
31718;5340;7149;20150913150000;100410;30;3;230;5.300000;290.550000;287.050000;80;42700;2;2;2;90;3;450;32;23;mq;99360;mq;mq;-680;mq;mq;mq;mq;mq;mq;mq;8.300000;8.800000;-10;2;0.000000;0.000000;mq;0.000000;0.000000;3.000000;3.200000;7.700000;mq;mq;mq;mq;3;8;430;7;3;4200;mq;mq;mq;mq;mq;mq;;2015-09-13 15:00:00
31771;5393;7149;20150913180000;100310;-100;7;170;1.600000;289.550000;287.050000;85;60000;0;2;2;mq;4;1750;mq;mq;mq;99260;mq;mq;-850;286.650000;mq;292.450000;mq;mq;mq;mq;2.200000;3.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;3.200000;3.400000;mq;mq;mq;mq;2;mq;1800;3;mq;5340;mq;mq;mq;mq;mq;mq;;2015-09-13 18:00:00
31824;5446;7149;20150913210000;100280;-30;8;180;1.600000;288.550000;287.450000;93;4960;10;2;2;100;8;1750;mq;mq;mq;99230;mq;mq;-1010;mq;mq;mq;mq;mq;mq;mq;2.800000;2.900000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;3.000000;3.400000;mq;mq;mq;mq;6;mq;1860;8;mq;2400;mq;mq;mq;mq;mq;mq;;2015-09-13 21:00:00
31876;5498;7149;20150914000000;100210;-70;8;170;2.400000;288.750000;286.950000;89;18000;25;8;6;90;7;800;38;mq;mq;99160;mq;mq;-970;mq;mq;mq;mq;mq;mq;mq;3.500000;4.600000;-10;1;0.000000;0.000000;mq;-0.100000;-0.100000;-0.100000;-0.100000;3.400000;mq;mq;mq;mq;4;8;750;5;6;1050;6;6;1400;mq;mq;mq;;2015-09-14 00:00:00
31928;5550;7149;20150914030000;100090;-120;8;200;4.000000;288.150000;286.650000;91;30000;25;8;6;90;7;250;37;mq;mq;99040;mq;mq;-890;mq;mq;mq;mq;mq;mq;mq;6.600000;9.400000;-10;1;0.000000;0.000000;mq;-0.100000;-0.100000;-0.100000;-0.100000;3.200000;mq;mq;mq;mq;7;7;270;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-14 03:00:00
31979;5601;7149;20150914060000;100020;-70;7;190;3.300000;287.850000;286.350000;91;10000;25;8;6;100;7;450;38;23;10;98970;mq;mq;-780;287.650000;mq;289.450000;mq;mq;mq;mq;5.400000;7.500000;-10;1;0.000000;0.000000;mq;-0.100000;-0.100000;-0.100000;-0.100000;3.200000;mq;mq;mq;mq;5;7;320;2;8;600;7;6;1400;2;3;2600;;2015-09-14 06:00:00
32031;5653;7149;20150914090000;100060;40;3;240;7.700000;289.750000;286.250000;80;18920;25;8;6;90;6;450;38;mq;mq;99010;mq;mq;-490;mq;mq;mq;mq;mq;mq;mq;11.700000;14.700000;-10;1;0.000000;0.000000;mq;-0.100000;-0.100000;-0.100000;-0.100000;3.000000;mq;mq;mq;mq;4;8;540;5;6;960;1;9;750;mq;mq;mq;;2015-09-14 09:00:00
32083;5705;7149;20150914120000;100250;190;3;230;8.200000;291.450000;281.650000;53;17780;0;8;6;mq;2;450;mq;mq;mq;99200;mq;mq;-130;mq;mq;mq;mq;mq;mq;mq;15.100000;20.500000;-10;0;0.000000;mq;mq;-0.100000;0.200000;0.200000;0.200000;0.200000;mq;mq;mq;mq;1;mq;420;3;mq;2400;mq;9;mq;mq;mq;mq;;2015-09-14 12:00:00
32137;5759;7149;20150914150000;100350;100;1;240;10.800000;290.850000;280.550000;51;25000;1;1;1;50;4;80;38;23;10;99300;mq;mq;-60;mq;mq;mq;mq;mq;mq;mq;16.000000;16.000000;-10;0;0.000000;0.000000;mq;0.000000;-0.100000;0.200000;0.200000;0.200000;mq;mq;mq;mq;2;8;80;2;6;2200;3;3;5400;mq;mq;mq;;2015-09-14 15:00:00
32192;5814;7149;20150914180000;100530;160;1;230;3.300000;286.250000;281.350000;72;60000;0;1;1;mq;1;1250;mq;mq;mq;99460;mq;mq;200;286.250000;mq;292.050000;mq;mq;mq;mq;5.300000;9.900000;-10;0;0.000000;mq;mq;0.000000;0.200000;0.200000;0.400000;0.400000;mq;mq;mq;mq;1;mq;1440;3;mq;5760;mq;mq;mq;mq;mq;mq;;2015-09-14 18:00:00
32244;5866;7149;20150914210000;100640;110;1;210;4.700000;286.150000;281.850000;75;57560;3;0;0;40;1;1250;35;23;10;99570;mq;mq;340;mq;mq;mq;mq;mq;mq;mq;7.300000;8.600000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.200000;0.400000;0.400000;mq;mq;mq;mq;1;6;1300;3;3;4600;mq;mq;mq;mq;mq;mq;;2015-09-14 21:00:00
32296;5918;7149;20150915000000;100560;-80;8;200;5.200000;285.150000;281.450000;78;60000;3;1;1;75;6;4000;30;23;10;99490;mq;mq;330;mq;mq;mq;mq;mq;mq;mq;9.000000;9.500000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.200000;0.400000;mq;mq;mq;mq;5;3;4000;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2015-09-15 00:00:00
32348;5970;7149;20150915030000;100440;-120;8;200;5.500000;285.350000;282.950000;85;60000;3;6;2;90;7;450;35;mq;mq;99370;mq;mq;330;mq;mq;mq;mq;mq;mq;mq;10.500000;10.500000;-10;0;0.000000;0.000000;mq;-0.100000;-0.100000;-0.100000;0.200000;0.400000;mq;mq;mq;mq;5;6;480;7;6;2000;mq;mq;mq;mq;mq;mq;;2015-09-15 03:00:00
32401;6023;7149;20150915060000;100410;-30;6;210;4.500000;284.350000;281.950000;85;3000;81;8;6;90;7;450;39;mq;mq;99340;mq;mq;370;284.350000;mq;286.850000;mq;mq;mq;mq;7.900000;10.100000;-10;0;0.000000;0.000000;mq;3.400000;3.400000;3.400000;3.400000;3.800000;mq;mq;mq;mq;3;6;390;7;6;1600;1;9;380;mq;mq;mq;;2015-09-15 06:00:00
32452;6074;7149;20150915090000;100530;130;1;240;9.100000;287.950000;283.350000;74;30000;3;1;1;60;4;800;31;20;11;99470;mq;mq;460;mq;mq;mq;mq;mq;mq;mq;13.700000;14.300000;-10;1;0.000000;0.000000;mq;0.000000;0.400000;3.800000;3.800000;4.200000;mq;mq;mq;mq;4;8;640;3;0;8000;mq;mq;mq;mq;mq;mq;;2015-09-15 09:00:00
32505;6127;7149;20150915120000;100550;30;1;220;8.000000;290.750000;279.950000;49;25540;1;2;2;75;3;1250;31;20;11;99500;mq;mq;300;mq;mq;mq;mq;mq;mq;mq;12.200000;14.000000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.400000;3.800000;4.000000;mq;mq;mq;mq;3;8;1250;6;0;8000;mq;mq;mq;mq;mq;mq;;2015-09-15 12:00:00
32561;6183;7149;20150915150000;100350;-200;8;210;6.500000;291.950000;281.550000;51;25010;3;1;1;75;2;1250;38;20;11;99300;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;10.200000;11.700000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;3.800000;4.000000;mq;mq;mq;mq;2;8;1250;1;6;2000;5;0;8000;mq;mq;mq;;2015-09-15 15:00:00
32615;6237;7149;20150915180000;100160;-190;8;170;3.200000;289.350000;284.050000;71;60000;3;2;2;90;1;800;38;23;12;99110;mq;mq;-350;283.750000;mq;292.450000;mq;mq;mq;mq;5.400000;6.200000;-10;0;0.000000;0.000000;mq;0.000000;0.000000;0.000000;0.400000;3.800000;mq;mq;mq;mq;1;8;930;3;6;1470;1;3;4000;7;0;6000;;2015-09-15 18:00:00
32667;6289;7149;20150915210000;99950;-220;6;120;3.200000;287.250000;285.650000;90;15000;61;6;6;100;7;1750;35;mq;mq;98890;mq;mq;-680;mq;mq;mq;mq;mq;mq;mq;4.900000;5.400000;-10;2;0.000000;0.000000;mq;0.600000;0.800000;0.800000;0.800000;4.600000;mq;mq;mq;mq;3;6;1540;7;6;2000;mq;mq;mq;mq;mq;mq;;2015-09-15 21:00:00
32720;6342;7149;20150916000000;99460;-480;8;130;3.700000;286.650000;286.150000;97;3970;61;6;6;100;7;150;35;mq;mq;98410;mq;mq;-1080;mq;mq;mq;mq;mq;mq;mq;5.900000;7.800000;-10;2;0.000000;0.000000;mq;2.000000;3.800000;4.600000;4.600000;8.400000;mq;mq;mq;mq;6;7;140;7;6;350;mq;mq;mq;mq;mq;mq;;2015-09-16 00:00:00
32769;6391;7149;20150916030000;99190;-260;8;170;4.000000;288.850000;288.250000;96;33830;0;2;2;75;6;250;mq;mq;mq;98150;mq;mq;-1220;mq;mq;mq;mq;mq;mq;mq;7.900000;7.900000;-10;2;mq;mq;mq;-0.100000;2.500000;6.300000;7.100000;10.900000;mq;mq;mq;mq;5;mq;270;6;mq;990;mq;mq;mq;mq;mq;mq;;2015-09-16 03:00:00
