;Unnamed: 0;numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;Unnamed: 59;formattedDate
147495;3012;7149;20160607150000;102010;-80;8;280;5.000000;299.850000;288.850000;51;25000;2;0;0;25;2;1250;32;20;11;100980;mq;mq;110;mq;mq;mq;mq;mq;mq;mq;7.300000;8.300000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;8;1300;1;0;8000;mq;mq;mq;mq;mq;mq;;2016-06-07 15:00:00
147553;3070;7149;20160607180000;102070;50;3;330;5.600000;296.450000;290.250000;68;25000;3;1;1;90;4;1250;33;26;mq;101030;mq;mq;200;290.950000;mq;300.650000;mq;mq;mq;mq;8.500000;8.500000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;8;1200;3;6;2000;4;3;3300;1;9;1000;;2016-06-07 18:00:00
147610;3127;7149;20160607210000;102230;140;2;320;3.600000;293.750000;289.150000;75;18000;1;2;2;75;1;800;31;23;11;101170;mq;mq;290;mq;mq;mq;mq;mq;mq;mq;5.600000;6.600000;-10;0;0.000000;0.000000;-30;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;1;8;800;4;3;3800;5;0;8000;mq;mq;mq;;2016-06-07 21:00:00
147667;3184;7149;20160608000000;102250;10;0;330;3.100000;290.650000;287.750000;83;9270;0;0;0;mq;2;800;mq;mq;mq;101180;mq;mq;250;mq;mq;mq;mq;mq;mq;mq;5.700000;6.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;1;mq;690;3;mq;3600;mq;mq;mq;mq;mq;mq;;2016-06-08 00:00:00
147723;3240;7149;20160608030000;102170;-80;8;330;2.700000;289.050000;286.350000;84;12000;1;1;1;50;1;800;35;23;11;101100;mq;mq;160;mq;mq;mq;mq;mq;mq;mq;4.200000;5.200000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;1;6;700;3;3;4250;1;0;8000;mq;mq;mq;;2016-06-08 03:00:00
147780;3297;7149;20160608060000;102250;80;1;340;3.200000;289.050000;286.150000;83;7810;1;1;1;25;2;450;35;20;12;101180;mq;mq;140;288.350000;mq;296.450000;mq;mq;mq;mq;4.600000;5.000000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;2;6;350;1;0;7000;mq;mq;mq;mq;mq;mq;;2016-06-08 06:00:00
147837;3354;7149;20160608090000;102240;0;0;340;2.600000;292.850000;287.650000;72;12000;2;1;1;60;1;800;31;28;10;101180;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;5.100000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;1;8;600;5;3;3000;mq;mq;mq;mq;mq;mq;;2016-06-08 09:00:00
147894;3411;7149;20160608120000;102180;-50;8;350;4.000000;296.150000;289.450000;66;9870;3;2;2;75;4;800;32;28;10;101130;mq;mq;70;mq;mq;mq;mq;mq;mq;mq;7.200000;7.600000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;4;8;900;3;3;3100;mq;mq;mq;mq;mq;mq;;2016-06-08 12:00:00
147951;3468;7149;20160608150000;102080;-90;6;10;4.200000;297.050000;289.550000;63;18000;1;1;1;40;2;800;32;28;10;101040;mq;mq;60;mq;mq;mq;mq;mq;mq;mq;8.000000;8.000000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;1;8;800;1;8;1000;2;3;3300;mq;mq;mq;;2016-06-08 15:00:00
148008;3525;7149;20160608180000;102050;-40;8;20;4.100000;294.750000;289.050000;70;15000;2;1;1;50;3;800;39;20;11;101000;mq;mq;mq;288.850000;mq;297.250000;mq;mq;mq;mq;mq;7.200000;-10;mq;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;2;9;840;3;0;7800;mq;mq;mq;mq;mq;mq;;2016-06-08 18:00:00
148061;3578;7149;20160608210000;102110;50;2;340;2.600000;292.050000;288.550000;80;15000;2;1;1;10;1;800;31;20;11;101050;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4.600000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;1;8;900;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-08 21:00:00
148116;3633;7149;20160609000000;102160;40;2;20;4.700000;289.550000;286.650000;83;15000;2;0;0;0;0;mq;30;20;10;101090;mq;mq;-90;mq;mq;mq;mq;mq;mq;mq;7.000000;7.000000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-09 00:00:00
148172;3689;7149;20160609030000;102090;-80;6;20;3.100000;286.550000;284.950000;90;9000;0;mq;mq;mq;mq;mq;mq;mq;mq;101010;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-09 03:00:00
148227;3744;7149;20160609060000;102130;30;2;40;2.700000;285.850000;284.450000;91;8000;3;2;2;90;7;450;36;mq;mq;101040;mq;mq;-140;285.350000;mq;294.750000;mq;mq;mq;mq;4.300000;5.700000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;7;300;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-09 06:00:00
148285;3802;7149;20160609090000;102100;-10;8;50;3.200000;289.650000;284.950000;74;12000;1;0;0;10;1;450;35;20;10;101030;mq;mq;-150;mq;mq;mq;mq;mq;mq;mq;5.400000;6.400000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;6;480;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-09 09:00:00
148342;3859;7149;20160609120000;101990;-90;8;360;2.300000;293.850000;285.550000;59;16000;2;0;0;10;0;8000;30;20;11;100940;mq;mq;-190;mq;mq;mq;mq;mq;mq;mq;4.800000;5.600000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-09 12:00:00
148399;3916;7149;20160609150000;101780;-200;8;40;3.700000;296.450000;285.150000;49;18000;3;0;0;40;0;8000;30;20;11;100740;mq;mq;-300;mq;mq;mq;mq;mq;mq;mq;5.900000;7.100000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-09 15:00:00
148456;3973;7149;20160609180000;101700;-80;7;50;3.900000;295.650000;285.850000;54;25000;3;1;1;60;1;1750;31;20;12;100660;mq;mq;-340;285.850000;mq;296.850000;mq;mq;mq;mq;5.600000;5.600000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;8;1500;5;0;8000;mq;mq;mq;mq;mq;mq;;2016-06-09 18:00:00
148514;4031;7149;20160609210000;101720;0;5;40;2.800000;291.250000;285.950000;71;25000;2;2;2;60;0;8000;30;20;12;100660;mq;mq;-390;mq;mq;mq;mq;mq;mq;mq;4.100000;5.200000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-09 21:00:00
148572;4089;7149;20160610000000;101630;-100;8;30;2.300000;288.750000;286.050000;84;20000;2;0;0;50;0;8000;30;20;12;100560;mq;mq;-530;mq;mq;mq;mq;mq;mq;mq;3.000000;3.700000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;4;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-10 00:00:00
148629;4146;7149;20160610030000;101480;-150;7;20;1.600000;287.850000;285.550000;86;20000;3;0;0;50;0;7200;30;20;12;100410;mq;mq;-600;mq;mq;mq;mq;mq;mq;mq;2.100000;2.200000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;4;0;7200;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-10 03:00:00
148687;4204;7149;20160610060000;101440;-40;6;40;1.400000;289.050000;285.950000;82;20000;2;2;2;90;0;6600;30;20;12;100370;mq;mq;-670;287.450000;mq;295.650000;mq;mq;mq;mq;2.000000;3.500000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;0;6600;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-10 06:00:00
148745;4262;7149;20160610090000;101370;-50;8;100;1.500000;293.050000;285.750000;63;19840;2;2;2;90;0;6000;30;20;12;100320;mq;mq;-710;mq;mq;mq;mq;mq;mq;mq;2.500000;3.600000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;0;6000;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-10 09:00:00
148803;4320;7149;20160610120000;101280;-80;8;120;2.200000;295.450000;285.650000;54;33900;2;2;2;100;1;1250;31;27;mq;100240;mq;mq;-700;mq;mq;mq;mq;mq;mq;mq;4.100000;4.100000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;8;1200;1;3;5300;7;3;5800;mq;mq;mq;;2016-06-10 12:00:00
148860;4377;7149;20160610150000;101140;-140;6;110;2.000000;295.850000;284.850000;50;31430;2;2;2;90;1;1750;31;27;mq;100100;mq;mq;-640;mq;mq;mq;mq;mq;mq;mq;3.100000;5.100000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;8;1500;7;3;5000;mq;mq;mq;mq;mq;mq;;2016-06-10 15:00:00
148918;4435;7149;20160610180000;101040;-100;7;120;2.600000;294.450000;285.550000;57;35000;3;2;2;90;1;1750;31;27;mq;100000;mq;mq;-660;289.050000;mq;296.650000;mq;mq;mq;mq;3.800000;4.100000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;8;1600;7;3;4210;mq;mq;mq;mq;mq;mq;;2016-06-10 18:00:00
148975;4492;7149;20160610210000;101040;-10;5;100;2.000000;292.350000;286.050000;67;35000;1;2;2;90;1;1750;35;27;mq;99990;mq;mq;-670;mq;mq;mq;mq;mq;mq;mq;2.500000;2.800000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;6;1600;7;3;3450;mq;mq;mq;mq;mq;mq;;2016-06-10 21:00:00
149032;4549;7149;20160611000000;101030;-20;8;200;1.500000;289.350000;287.750000;90;25000;60;6;2;100;3;1750;38;27;60;99970;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;5.700000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;3;6;1500;8;3;2400;mq;mq;mq;mq;mq;mq;;2016-06-11 00:00:00
149089;4606;7149;20160611030000;100940;-90;7;270;2.100000;288.450000;287.150000;92;35000;60;6;6;100;7;2250;35;mq;mq;99880;mq;mq;-530;mq;mq;mq;mq;mq;mq;mq;3.500000;3.500000;-10;0;0.000000;0.000000;-30;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;3;6;2000;7;6;2400;mq;mq;mq;mq;mq;mq;;2016-06-11 03:00:00
149146;4663;7149;20160611060000;101030;90;3;160;1.000000;288.950000;287.950000;94;18590;3;2;2;100;1;150;37;27;mq;99970;mq;mq;-400;288.350000;mq;294.350000;mq;mq;mq;mq;1.600000;3.700000;-10;1;0.000000;0.000000;-60;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;1;7;120;7;3;2400;mq;mq;mq;mq;mq;mq;;2016-06-11 06:00:00
149203;4720;7149;20160611090000;101030;10;0;130;1.000000;292.650000;287.650000;73;37350;0;6;2;mq;2;800;mq;mq;mq;99980;mq;mq;-340;mq;mq;mq;mq;mq;mq;mq;1.900000;2.100000;-10;0;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;1;mq;630;3;mq;2160;mq;mq;mq;mq;mq;mq;;2016-06-11 09:00:00
149261;4778;7149;20160611120000;101040;10;1;180;2.800000;293.150000;287.050000;68;18000;21;6;2;100;6;1250;38;27;mq;99990;mq;mq;-250;mq;mq;mq;mq;mq;mq;mq;4.200000;4.500000;-10;1;0.000000;0.000000;-60;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;3;8;1020;2;8;1500;6;6;1800;7;3;4000;;2016-06-11 12:00:00
149319;4836;7149;20160611150000;101070;20;3;90;4.200000;288.850000;287.250000;90;7580;80;8;6;100;7;800;39;mq;mq;100010;mq;mq;-90;mq;mq;mq;mq;mq;mq;mq;6.200000;7.200000;-10;1;0.000000;0.000000;-30;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;5;8;930;7;6;1200;1;9;1000;mq;mq;mq;;2016-06-11 15:00:00
149377;4894;7149;20160611180000;101040;-20;7;330;0.700000;291.450000;287.550000;78;20000;1;2;2;60;3;1250;38;23;11;99990;mq;mq;-10;288.850000;mq;294.850000;mq;mq;mq;mq;1.600000;2.600000;-10;1;0.000000;0.000000;-60;0.000000;2.700000;2.700000;2.700000;2.700000;mq;mq;mq;mq;1;8;1000;2;6;2000;3;3;3000;5;0;7500;;2016-06-11 18:00:00
149435;4952;7149;20160611210000;101160;100;3;270;3.100000;287.550000;286.450000;93;20000;2;1;1;75;2;3500;30;23;11;100090;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;5.100000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;2;3;3000;5;0;7500;mq;mq;mq;mq;mq;mq;;2016-06-11 21:00:00
149490;5007;7149;20160612000000;101170;20;1;300;2.100000;288.650000;288.150000;97;13000;2;1;1;90;7;3500;30;23;60;100110;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3.600000;-10;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;7;3;2400;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-12 00:00:00
149538;5055;7149;20160612030000;101170;0;5;310;2.600000;288.550000;287.750000;95;10210;0;2;2;100;7;450;mq;mq;mq;100110;mq;mq;230;mq;mq;mq;mq;mq;mq;mq;3.900000;5.300000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;2.700000;2.700000;mq;mq;mq;mq;7;mq;300;8;mq;3540;mq;mq;mq;mq;mq;mq;;2016-06-12 03:00:00
149595;5112;7149;20160612060000;101240;60;2;250;3.500000;288.250000;286.950000;92;6000;3;2;2;90;7;250;35;mq;mq;100170;mq;mq;200;287.250000;mq;291.450000;mq;mq;mq;mq;4.900000;4.900000;-10;1;0.000000;0.000000;-60;0.000000;-0.100000;-0.100000;-0.100000;2.700000;mq;mq;mq;mq;2;7;270;5;6;1200;7;6;1500;mq;mq;mq;;2016-06-12 06:00:00
149652;5169;7149;20160612090000;101200;-20;8;210;3.600000;291.650000;287.350000;76;19800;0;2;2;100;6;450;mq;mq;mq;100150;mq;mq;170;mq;mq;mq;mq;mq;mq;mq;5.700000;5.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;2.700000;mq;mq;mq;mq;3;mq;570;6;mq;720;6;mq;2940;mq;mq;mq;;2016-06-12 09:00:00
149709;5226;7149;20160612120000;101120;-80;8;220;4.400000;292.250000;287.250000;73;28100;0;2;2;100;7;800;mq;mq;mq;100070;mq;mq;80;mq;mq;mq;mq;mq;mq;mq;8.900000;8.900000;-10;0;0.000000;mq;mq;-0.100000;0.400000;0.400000;0.400000;3.100000;mq;mq;mq;mq;5;mq;750;7;mq;1080;7;mq;1920;mq;mq;mq;;2016-06-12 12:00:00
149766;5283;7149;20160612150000;101000;-120;8;220;4.400000;290.950000;288.950000;88;37070;0;5;2;100;8;450;mq;mq;mq;99950;mq;mq;-60;mq;mq;mq;mq;mq;mq;mq;7.000000;8.600000;-10;0;0.000000;mq;mq;-0.100000;1.200000;1.600000;1.600000;4.300000;mq;mq;mq;mq;6;mq;360;7;mq;510;7;mq;840;mq;mq;mq;;2016-06-12 15:00:00
149824;5341;7149;20160612180000;100850;-150;8;200;3.700000;290.150000;289.650000;97;6000;82;8;6;90;7;250;38;mq;mq;99800;mq;mq;-190;288.050000;mq;292.650000;mq;mq;mq;mq;5.300000;6.400000;-10;2;0.000000;0.000000;-60;4.500000;8.100000;9.300000;9.700000;9.700000;mq;mq;mq;mq;3;7;200;5;8;600;7;6;900;1;9;500;;2016-06-12 18:00:00
149882;5399;7149;20160612210000;100850;-10;5;270;1.200000;289.450000;288.950000;97;30000;3;2;2;90;7;450;38;mq;mq;99790;mq;mq;-300;mq;mq;mq;mq;mq;mq;mq;1.800000;3.000000;-10;2;0.000000;0.000000;-30;0.200000;1.600000;9.700000;11.300000;11.300000;mq;mq;mq;mq;5;8;480;5;6;650;7;6;1200;mq;mq;mq;;2016-06-12 21:00:00
149940;5457;7149;20160613000000;100810;-40;8;280;2.100000;287.350000;286.550000;95;35000;1;1;1;40;3;1250;35;21;10;99750;mq;mq;-360;mq;mq;mq;mq;mq;mq;mq;3.400000;3.900000;-10;2;0.000000;0.000000;-60;0.000000;1.600000;3.200000;12.500000;12.900000;mq;mq;mq;mq;3;6;1490;1;3;2800;mq;mq;mq;mq;mq;mq;;2016-06-13 00:00:00
149997;5514;7149;20160613030000;100760;-60;6;240;4.800000;285.350000;284.550000;95;19330;3;0;0;25;1;450;35;23;11;99690;mq;mq;-420;mq;mq;mq;mq;mq;mq;mq;6.900000;6.900000;-10;1;0.000000;0.000000;-30;0.000000;0.000000;1.600000;11.300000;12.900000;mq;mq;mq;mq;1;6;400;1;3;3500;1;0;8000;mq;mq;mq;;2016-06-13 03:00:00
150054;5571;7149;20160613060000;100750;-10;5;280;2.300000;286.650000;285.350000;92;20000;3;2;2;75;5;250;36;23;mq;99680;mq;mq;-490;284.050000;mq;290.250000;mq;mq;mq;mq;4.100000;4.100000;-10;1;0.000000;0.000000;-60;0.000000;0.200000;0.200000;3.400000;13.100000;mq;mq;mq;mq;3;7;260;5;6;310;3;3;3000;mq;mq;mq;;2016-06-13 06:00:00
150112;5629;7149;20160613090000;100660;-80;8;260;4.200000;289.450000;285.250000;76;25000;3;2;2;100;6;800;38;23;mq;99600;mq;mq;-550;mq;mq;mq;mq;mq;mq;mq;6.300000;6.600000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.200000;1.800000;13.100000;mq;mq;mq;mq;4;8;600;5;6;1400;7;3;2800;mq;mq;mq;;2016-06-13 09:00:00
150167;5684;7149;20160613120000;100540;-110;7;270;3.800000;290.150000;285.450000;74;35920;21;6;2;100;7;800;38;mq;mq;99490;mq;mq;-580;mq;mq;mq;mq;mq;mq;mq;6.200000;8.400000;-10;0;0.000000;0.000000;-60;-0.100000;-0.100000;-0.100000;0.200000;12.700000;mq;mq;mq;mq;3;8;800;7;6;1270;mq;mq;mq;mq;mq;mq;;2016-06-13 12:00:00
150224;5741;7149;20160613150000;100490;-50;6;250;5.700000;290.250000;284.950000;71;30000;2;1;1;100;7;800;38;61;60;99440;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;8.700000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;5;8;780;7;6;1230;mq;mq;mq;mq;mq;mq;;2016-06-13 15:00:00
150278;5795;7149;20160613180000;100400;-90;6;260;2.600000;290.450000;286.750000;79;42290;0;2;2;100;1;800;mq;mq;mq;99350;mq;mq;-450;286.550000;mq;291.650000;mq;mq;mq;mq;3.900000;5.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;3.400000;mq;mq;mq;mq;1;mq;660;3;mq;1620;8;mq;2100;mq;mq;mq;;2016-06-13 18:00:00
150335;5852;7149;20160613210000;100440;40;3;230;2.100000;289.150000;286.450000;84;20000;0;mq;mq;100;mq;800;mq;mq;mq;99390;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-13 21:00:00
150389;5906;7149;20160614000000;100370;-80;6;210;1.300000;288.150000;287.550000;96;10000;2;2;2;100;7;450;35;mq;mq;99310;mq;mq;-440;mq;mq;mq;mq;mq;mq;mq;2.600000;2.600000;-10;0;0.000000;0.000000;-60;-0.100000;-0.100000;-0.100000;-0.100000;0.200000;mq;mq;mq;mq;2;6;300;7;6;1600;7;6;1250;mq;mq;mq;;2016-06-14 00:00:00
150443;5960;7149;20160614030000;100310;-60;6;300;3.600000;287.250000;285.850000;91;44630;0;2;2;100;8;450;mq;mq;mq;99250;mq;mq;-440;mq;mq;mq;mq;mq;mq;mq;5.700000;8.000000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;0.200000;mq;mq;mq;mq;2;mq;360;5;mq;570;8;mq;840;mq;mq;mq;;2016-06-14 03:00:00
150500;6017;7149;20160614060000;100330;20;1;260;4.000000;287.250000;284.950000;86;25000;1;2;2;90;7;450;35;mq;mq;99270;mq;mq;-410;286.750000;mq;290.450000;mq;mq;mq;mq;6.200000;7.100000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;2;6;420;7;6;1320;mq;mq;mq;mq;mq;mq;;2016-06-14 06:00:00
150556;6073;7149;20160614090000;100310;-10;8;250;5.000000;289.050000;285.450000;79;25000;25;8;6;90;7;450;38;mq;mq;99260;mq;mq;-340;mq;mq;mq;mq;mq;mq;mq;8.600000;9.300000;-10;0;0.000000;0.000000;-30;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;5;8;500;6;6;1600;mq;mq;mq;mq;mq;mq;;2016-06-14 09:00:00
150613;6130;7149;20160614120000;100220;-90;6;240;4.900000;290.650000;283.550000;63;36270;0;2;2;100;5;1250;mq;mq;mq;99170;mq;mq;-320;mq;mq;mq;mq;mq;mq;mq;7.200000;10.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;3;mq;1170;5;mq;1470;8;mq;2100;mq;mq;mq;;2016-06-14 12:00:00
150671;6188;7149;20160614150000;100090;-120;6;230;6.200000;291.250000;285.050000;67;17150;25;8;6;90;2;1250;31;23;11;99050;mq;mq;-390;mq;mq;mq;mq;mq;mq;mq;9.600000;11.500000;-10;0;0.000000;0.000000;-30;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;2;8;1300;5;3;2400;5;0;6000;mq;mq;mq;;2016-06-14 15:00:00
150729;6246;7149;20160614180000;100010;-90;5;220;5.700000;289.350000;283.850000;70;42740;3;2;2;90;4;800;39;23;mq;98960;mq;mq;-390;287.250000;mq;292.850000;mq;mq;mq;mq;9.400000;10.700000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;3;8;1200;5;3;2400;1;9;900;mq;mq;mq;;2016-06-14 18:00:00
150786;6303;7149;20160614210000;100060;40;3;210;3.700000;287.350000;285.050000;86;30000;1;2;2;75;6;450;38;20;10;99000;mq;mq;-390;mq;mq;mq;mq;mq;mq;mq;5.200000;6.500000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;1;8;430;6;6;1800;mq;mq;mq;mq;mq;mq;;2016-06-14 21:00:00
150844;6361;7149;20160615000000;99980;-80;7;190;3.400000;286.250000;284.950000;92;25000;3;2;2;90;5;250;37;27;mq;98920;mq;mq;-390;mq;mq;mq;mq;mq;mq;mq;4.700000;5.500000;-10;1;0.000000;0.000000;-60;-0.100000;0.200000;0.200000;0.200000;0.200000;mq;mq;mq;mq;5;7;240;7;3;3400;mq;mq;mq;mq;mq;mq;;2016-06-15 00:00:00
150901;6418;7149;20160615030000;99890;-90;8;210;3.000000;285.050000;284.550000;97;8290;61;6;6;90;7;150;32;mq;mq;98830;mq;mq;-420;mq;mq;mq;mq;mq;mq;mq;4.600000;4.600000;-10;1;0.000000;0.000000;-30;1.600000;2.200000;2.400000;2.400000;2.400000;mq;mq;mq;mq;3;7;140;3;8;800;7;6;1600;mq;mq;mq;;2016-06-15 03:00:00
150959;6476;7149;20160615060000;99960;70;3;240;1.600000;285.250000;284.450000;95;20000;1;2;2;90;7;250;35;mq;mq;98900;mq;mq;-370;284.750000;mq;289.350000;mq;mq;mq;mq;2.500000;4.000000;-10;1;0.000000;0.000000;-60;0.000000;0.800000;3.000000;3.200000;3.200000;mq;mq;mq;mq;4;7;210;7;6;1200;mq;mq;mq;mq;mq;mq;;2016-06-15 06:00:00
151014;6531;7149;20160615090000;100050;100;1;280;3.500000;288.650000;285.050000;79;55590;1;2;2;90;7;450;38;mq;mq;99000;mq;mq;-260;mq;mq;mq;mq;mq;mq;mq;5.300000;6.500000;-10;1;0.000000;0.000000;-30;0.000000;-0.100000;0.800000;3.200000;3.200000;mq;mq;mq;mq;4;8;570;7;6;1300;mq;mq;mq;mq;mq;mq;;2016-06-15 09:00:00
151072;6589;7149;20160615120000;100130;70;2;230;4.200000;288.150000;283.950000;76;20000;25;8;6;90;7;800;38;mq;mq;99070;mq;mq;-100;mq;mq;mq;mq;mq;mq;mq;6.300000;9.600000;-10;1;0.000000;0.000000;-60;-0.100000;0.200000;0.200000;3.200000;3.400000;mq;mq;mq;mq;4;8;1050;7;6;1600;1;9;900;mq;mq;mq;;2016-06-15 12:00:00
151129;6646;7149;20160615150000;100050;-60;6;230;5.200000;292.850000;283.850000;56;20000;1;2;2;60;5;80;32;20;10;99010;mq;mq;-40;mq;mq;mq;mq;mq;mq;mq;8.500000;9.800000;-10;0;0.000000;0.000000;-30;0.000000;-0.100000;0.200000;1.000000;3.400000;mq;mq;mq;mq;5;8;50;mq;mq;mq;mq;mq;mq;mq;mq;mq;;2016-06-15 15:00:00
151187;6704;7149;20160615180000;100040;-10;7;220;2.800000;292.950000;281.950000;49;39630;3;1;1;60;2;1750;32;20;11;99000;mq;mq;40;285.250000;mq;294.350000;mq;mq;mq;mq;5.100000;6.200000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;-0.100000;0.200000;3.400000;mq;mq;mq;mq;2;8;1600;4;0;8000;mq;mq;mq;mq;mq;mq;;2016-06-15 18:00:00
